game.id,details.name,details.yearpublished,details.minplayers,details.maxplayers,details.playingtime,details.minage,stats.average,stats.bayesaverage,stats.numcomments,stats.usersrated,topic
195489,Slush Fund 2,2016.0,2.0,2.0,15.0,10.0,6.26389,5.52656,24.0,36.0,Crowdfunded Card Games
195496,Lego Ninjago Trading Card Game: Master of Spinjitzu,2016.0,2.0,2.0,15.0,6.0,6.6,0.0,5.0,5.0,Children's Games
195503,City of Iron: Second Edition,2016.0,2.0,4.0,120.0,13.0,7.57753,6.18562,102.5,234.0,Area Control Games
195508,Into The Echoside,2016.0,2.0,4.0,60.0,13.0,7.85185,0.0,12.0,27.0,Turnless Games
195515,The Chosin Few,2016.0,2.0,1.0,45.0,13.0,7.10676,5.55372,14.0,37.0,Solitaires
195517,"Bucks, Bullets & Flowers",2016.0,2.0,6.0,127.5,14.0,6.66667,0.0,1.0,6.0,Crowdfunded Card Games
195518,Crazy Karts,2016.0,2.0,8.0,60.0,8.0,6.21761,5.60911,49.0,209.0,Fantasy Miniatures
195528,La Granja: No Siesta,2016.0,2.0,4.0,45.0,10.0,7.06391,6.17641,102.5,234.0,Classical Dice Games
195533,Haze Islands,2016.0,2.0,3.0,0.0,10.0,7.51613,5.54574,32.0,31.0,Turnless Games
195535,The Architect,2006.0,2.0,1.0,0.0,10.0,6.63333,0.0,8.0,6.0,Solitaires
195539,The Godfather: Corleone's Empire,2017.0,2.0,5.0,90.0,14.0,8.08947,0.0,28.0,19.0,Monopoly-inspired
195544,Tides of Madness,2016.0,2.0,2.0,15.0,10.0,7.16709,6.35415,102.5,234.0,Monopoly-inspired
195545,Oppai Go,2016.0,2.0,4.0,30.0,16.0,5.80303,5.4925,15.0,33.0,Crowdfunded Card Games
195547,LOAD: League of Ancient Defenders,2016.0,2.0,6.0,127.5,13.0,6.62751,5.52091,86.0,181.0,Horror Miniatures
195569,Timeline: Cannes & Cinema,2016.0,2.0,8.0,15.0,8.0,6.64286,0.0,3.0,7.0,Party Card Games
195571,Legendary Encounters: A Firefly Deck Building Game,2016.0,2.0,5.0,90.0,14.0,7.42441,6.33617,102.5,234.0,Modern Card Games
195623,Politricks: Dirty Card Game,2016.0,2.0,5.0,30.0,10.0,6.38462,0.0,7.0,13.0,Traditional Card Games
195696,Magicka Mayhem: The Card Game,2016.0,2.0,4.0,30.0,7.0,6.01333,0.0,11.0,15.0,Traditional Card Games
195742,The Godfather: A New Don,2016.0,2.0,6.0,45.0,14.0,6.83134,5.58464,17.0,67.0,Classical Dice Games
195747,WH1CH GAM3,2016.0,2.0,8.0,0.0,10.0,5.41667,0.0,8.0,12.0,Co-op Games
195794,Noisy Person Cards,2015.0,2.0,10.0,120.0,8.0,6.54545,0.0,4.0,11.0,Party Tabletop Games
195804,Totenstadt,2016.0,2.0,6.0,60.0,16.0,6.81429,0.0,4.0,7.0,Horror Miniatures
195840,One-Minute Little Bighorn,2016.0,2.0,1.0,0.0,12.0,6.375,0.0,9.0,8.0,Napoleonic Wargames
195842,Kampf gegen das Bünzlitum,2016.0,2.0,10.0,0.0,18.0,8.0,0.0,1.0,10.0,Party Tabletop Games
195856,Bloodborne: The Card Game,2016.0,2.0,5.0,45.0,14.0,7.10196,6.13829,102.5,234.0,Party Card Games
195867,Papà Paolo,2016.0,2.0,4.0,75.0,10.0,7.10695,5.89752,89.0,234.0,Corporate Strategy Games
195869,C'est mon Fort!,2015.0,2.0,4.0,15.0,6.0,5.95833,0.0,3.0,12.0,Traditional Card Games
195940,Bomb Squad #9,2016.0,2.0,4.0,30.0,8.0,6.13889,0.0,8.0,9.0,Co-op Games
195981,BEEEEES!,2017.0,2.0,5.0,30.0,14.0,8.1,0.0,14.0,15.0,Dexterity Games
196031,The Pioneers Program,2006.0,2.0,6.0,90.0,13.0,6.61538,0.0,16.0,26.0,Classical Dice Games
196045,Blade and Brush,2016.0,2.0,8.0,45.0,8.0,8.16667,0.0,4.0,6.0,Party Tabletop Games
196056,La Bataille de Schoengrabern 1805,2016.0,2.0,4.0,127.5,14.0,7.2,0.0,2.0,5.0,Napoleonic Wargames
196072,Timeline: Korean History,2015.0,2.0,8.0,30.0,8.0,7.16667,0.0,2.0,6.0,Party Card Games
196105,Speechless,2016.0,2.0,8.0,90.0,14.0,6.954,5.5714,10.0,50.0,Party Tabletop Games
196122,Fish Frenzy,2016.0,2.0,5.0,30.0,10.0,6.93333,0.0,12.0,15.0,Children's Games
196202,Rum & Bones: Second Tide,2017.0,2.0,6.0,75.0,14.0,8.20942,6.03241,102.5,234.0,Turnless Games
196217,18Ireland,2017.0,2.0,6.0,127.5,12.0,7.78638,0.0,19.0,29.0,Corporate Strategy Games
196220,Battle Gnomes,2016.0,2.0,6.0,60.0,10.0,9.21429,0.0,18.0,28.0,Horror Miniatures
196224,FAKIR,2016.0,2.0,4.0,15.0,6.0,6.21429,0.0,0.0,7.0,Dexterity Games
196227,Nocturnes,2016.0,2.0,6.0,60.0,13.0,9.0,0.0,5.0,9.0,Abstract Strategy Games
196232,Book Collectors,2016.0,2.0,6.0,60.0,0.0,8.9,0.0,6.0,10.0,Monopoly-inspired
196234,Clash d'Ardèche,2017.0,2.0,4.0,75.0,12.0,7.57143,0.0,8.0,7.0,Area Control Games
196238,Parks,2016.0,2.0,8.0,60.0,0.0,8.5,0.0,2.0,6.0,Party Card Games
196240,Collectors and Capers,2016.0,2.0,6.0,60.0,10.0,7.45,0.0,5.0,10.0,Co-op Games
196256,TRIUMPH: A card-arranging strategy game,2016.0,2.0,4.0,30.0,10.0,7.27308,0.0,10.0,26.0,Party Card Games
196257,Castle Itter,2016.0,2.0,1.0,60.0,10.0,8.13636,0.0,16.0,11.0,Solitaires
196305,Guildhall Fantasy: Alliance,2016.0,2.0,4.0,45.0,10.0,7.56925,5.71372,19.0,115.0,Traditional Card Games
196306,Guildhall Fantasy: Coalition,2016.0,2.0,4.0,45.0,10.0,7.40267,5.6868,16.0,100.0,Party Card Games
196326,Love Letter Premium,2016.0,2.0,8.0,30.0,8.0,7.81092,6.41576,102.5,234.0,Co-op Games
196328,Constantinople,2016.0,2.0,1.0,45.0,0.0,6.99231,0.0,30.0,26.0,Solitaires
196340,Yokohama,2016.0,2.0,4.0,90.0,12.0,7.99326,6.38674,102.5,234.0,Corporate Strategy Games
196342,Word Porters,2016.0,2.0,6.0,15.0,6.0,6.46944,0.0,7.0,18.0,Party Tabletop Games
196358,Sound Quartett,2016.0,2.0,6.0,15.0,5.0,4.98,0.0,1.0,5.0,Party Tabletop Games
196379,Shit Happens,2016.0,2.0,8.0,60.0,12.0,6.5,0.0,3.0,7.0,Co-op Games
196392,Turin Market,2016.0,2.0,5.0,30.0,9.0,6.0625,0.0,10.0,8.0,Monopoly-inspired
196478,Yeomen: The 9 Card Agincourt Game,2016.0,2.0,1.0,15.0,12.0,8.08333,0.0,18.0,6.0,Solitaires
196496,Warfighter: The WWII Tactical Combat Card Game,2016.0,2.0,6.0,90.0,0.0,8.08647,5.84742,72.0,170.0,Modern Wargames
196505,Carta Fútbol Club,2015.0,2.0,6.0,30.0,7.0,6.75,0.0,1.0,8.0,Co-op Games
196526,Coffee Roaster,2015.0,2.0,1.0,0.0,12.0,8.02568,5.86799,53.0,161.0,Co-op Games
196590,Avoid the Void,2016.0,2.0,7.0,30.0,8.0,7.6,0.0,1.0,5.0,Crowdfunded Card Games
196634,Nightmare Forest: Alien Invasion,2017.0,2.0,6.0,60.0,8.0,7.7619,0.0,12.0,21.0,Crowdfunded Card Games
196664,Why The Long Face?,2016.0,2.0,12.0,60.0,6.0,7.07143,0.0,0.0,7.0,Party Tabletop Games
196712,Battlestations: Second Edition,2017.0,2.0,6.0,127.5,12.0,8.5,0.0,20.0,9.0,SciFi Games
196747,Land of Rivals,2016.0,2.0,2.0,30.0,12.0,6.1875,0.0,2.0,8.0,Modern Wargames
196873,Tiki Island,2016.0,2.0,6.0,60.0,8.0,7.71429,0.0,3.0,7.0,Abstract Strategy Games
196953,Battle Yahtzee: Alien vs. Predator,2016.0,2.0,4.0,0.0,8.0,5.58571,0.0,6.0,14.0,Classical Dice Games
196976,Lightning Dice,2015.0,2.0,6.0,15.0,8.0,6.3,0.0,5.0,5.0,Dexterity Games
196992,Gnosis Conflict,2017.0,2.0,3.0,120.0,13.0,7.5,0.0,5.0,7.0,Crowdfunded Card Games
197034,Bounce-Off Blow-Out! Game,2015.0,2.0,4.0,15.0,7.0,5.77778,0.0,1.0,9.0,Party Tabletop Games
197061,Fantahzee: Hordes & Heroes,2016.0,2.0,5.0,0.0,14.0,6.57187,5.6065,31.0,107.0,Horror Miniatures
197065,Valley of the Kings: Last Rites,2016.0,2.0,4.0,45.0,14.0,7.76108,5.87135,53.0,189.0,Traditional Card Games
197066,Time Management: The Time Management Game,2016.0,2.0,4.0,30.0,0.0,5.87097,5.51389,11.0,31.0,Crowdfunded Card Games
197067,Downsize,2016.0,2.0,6.0,45.0,10.0,6.78987,5.5767,26.0,79.0,Party Card Games
197068,Trick-Taking: The Trick-Taking Game,2016.0,2.0,4.0,30.0,0.0,5.92857,0.0,15.0,21.0,Crowdfunded Card Games
197069,Traitor Mechanic: The Traitor Mechanic Game,2016.0,2.0,10.0,0.0,0.0,6.80882,0.0,9.0,17.0,Traditional Card Games
197070,Massive Darkness,2017.0,2.0,6.0,0.0,0.0,8.36857,5.59213,102.5,70.0,Horror Miniatures
197071,Gambler × Gamble!,2016.0,2.0,4.0,30.0,10.0,7.02731,0.0,5.0,26.0,Party Card Games
197072,High Treason: The Trial of Louis Riel,2016.0,2.0,2.0,45.0,13.0,7.65806,5.63358,38.0,62.0,Co-op Games
197073,Bureaunauts,2017.0,2.0,6.0,60.0,14.0,7.93333,0.0,7.0,15.0,SciFi Games
197075,Devils & Black Sheep,2016.0,2.0,4.0,45.0,0.0,6.11111,0.0,18.0,18.0,Crowdfunded Card Games
197092,Sharknado: The Board Game!,2016.0,2.0,4.0,90.0,15.0,7.75,0.0,7.0,8.0,SciFi Games
197097,Four Against Darkness,2016.0,2.0,1.0,75.0,0.0,7.61383,5.58395,26.0,47.0,Solitaires
197101,Of Dreams & Shadows,2016.0,2.0,6.0,127.5,14.0,7.58243,5.56361,16.0,37.0,Horror Miniatures
197108,Stratego Quick Battle,2013.0,2.0,2.0,15.0,8.0,5.9,0.0,0.0,5.0,Co-op Games
197113,Fit the Word!,2016.0,2.0,6.0,45.0,10.0,6.88,0.0,5.0,5.0,Party Tabletop Games
197178,DIG,2016.0,2.0,4.0,15.0,10.0,6.68696,5.58398,33.0,69.0,Corporate Strategy Games
197269,Guns & Steel: Renaissance,2016.0,2.0,4.0,75.0,12.0,7.3987,5.64099,41.0,77.0,Traditional Card Games
197285,Merchants & Marauders: Broadsides,2016.0,2.0,2.0,45.0,14.0,6.80133,5.59025,19.0,75.0,Turnless Games
197311,Byle do pierwszego,2016.0,2.0,5.0,45.0,14.0,6.0,0.0,1.0,7.0,Traditional Card Games
197320,A Handful of Stars,2017.0,2.0,4.0,0.0,0.0,7.52857,0.0,30.0,14.0,Crowdfunded Card Games
197321,Cult Following,2016.0,2.0,8.0,30.0,14.0,5.88333,0.0,3.0,6.0,Co-op Games
197323,Town Squares,2016.0,2.0,4.0,15.0,7.0,7.7,0.0,3.0,5.0,Crowdfunded Card Games
197333,Deadzone (2nd Edition),2016.0,2.0,0.0,120.0,12.0,8.12857,5.64193,16.0,70.0,SciFi Games
197376,Charterstone,2017.0,2.0,6.0,75.0,10.0,7.5045,0.0,72.0,25.0,Area Control Games
197377,Waterloo 1815: Napoleon's last battle,2016.0,2.0,8.0,127.5,13.0,8.19444,0.0,10.0,18.0,Solitaires
197405,Tak,2016.0,2.0,2.0,60.0,12.0,8.31316,6.25831,102.5,234.0,Abstract Strategy Games
197408,Phalanxx,2016.0,2.0,4.0,60.0,12.0,6.97009,5.61099,35.0,85.0,Area Control Games
197409,The Heroes of Kaskaria,2016.0,2.0,4.0,0.0,6.0,6.45674,5.53656,11.0,36.0,Children's Games
197414,Moop's Monster Mashup,2016.0,2.0,6.0,120.0,10.0,7.38889,0.0,2.0,9.0,Horror Miniatures
197433,Miskatonic School for Boys,2016.0,2.0,6.0,0.0,10.0,6.65962,0.0,13.0,26.0,Crowdfunded Card Games
197435,Santa VS Jesus,2016.0,2.0,12.0,90.0,12.0,5.5,0.0,9.0,16.0,Co-op Games
197439,The Fog of War,2016.0,2.0,2.0,120.0,10.0,7.7362,5.70688,40.0,106.0,Co-op Games
197443,Fugitive,2017.0,2.0,2.0,15.0,10.0,7.50517,6.20715,102.5,234.0,Co-op Games
197455,Dice Heist,2016.0,2.0,5.0,15.0,14.0,6.39748,5.65663,44.0,202.0,Classical Dice Games
197498,Hastenbeck 1757,2016.0,2.0,2.0,0.0,0.0,7.05556,0.0,1.0,9.0,Napoleonic Wargames
197521,Kallat,2016.0,2.0,5.0,45.0,16.0,7.0,0.0,1.0,5.0,Fantasy Miniatures
197528,King Of The Hill: The Dwarf Throne,2016.0,2.0,5.0,75.0,10.0,7.41543,5.58238,17.0,46.0,Co-op Games
197544,KO Heroes,2016.0,2.0,6.0,30.0,5.0,7.4,0.0,6.0,10.0,Dexterity Games
197551,Hall of Fame,2016.0,2.0,8.0,30.0,7.0,6.61579,0.0,0.0,19.0,Party Card Games
197563,The Chicago Way,2016.0,2.0,4.0,0.0,12.0,7.5,0.0,1.0,6.0,SciFi Games
197571,Pie Rats of the Carob Bean Farm,2016.0,2.0,6.0,45.0,10.0,6.725,0.0,6.0,12.0,Traditional Card Games
197572,Warhammer Quest: Silver Tower,2016.0,2.0,4.0,120.0,14.0,7.68377,6.18643,102.5,234.0,Fantasy Miniatures
197588,Xibalba,2016.0,2.0,4.0,60.0,12.0,7.55732,5.59863,42.0,82.0,Crowdfunded Card Games
197614,Qwirkle Mega Pack,2015.0,2.0,4.0,60.0,6.0,7.55556,0.0,2.0,9.0,Unknown
197617,Halo: Ground Command,2016.0,2.0,2.0,0.0,0.0,8.06667,0.0,6.0,15.0,SciFi Games
197631,The American Revolution in the South,2017.0,2.0,1.0,0.0,0.0,6.08333,0.0,11.0,6.0,Napoleonic Wargames
197636,Objective Havana,2017.0,2.0,1.0,0.0,0.0,6.85714,0.0,10.0,7.0,Modern Wargames
197693,Cheeky Monkeys,2016.0,2.0,6.0,30.0,7.0,6.0,0.0,2.0,6.0,Crowdfunded Card Games
197705,Defense Grid: The Board Game,2017.0,2.0,4.0,120.0,13.0,6.08333,0.0,19.0,12.0,Crowdfunded Card Games
197707,Lost in R'lyeh,2016.0,2.0,6.0,0.0,13.0,6.25154,5.61684,51.0,188.0,Traditional Card Games
197710,Age of Primes,2017.0,2.0,4.0,45.0,13.0,8.0,0.0,4.0,6.0,Collectible Games
197748,Garden Gnomes: Wizard Warfare,2016.0,2.0,6.0,15.0,7.0,6.93333,0.0,4.0,15.0,Co-op Games
197749,King of Pirates,2016.0,2.0,6.0,127.5,11.0,8.4,0.0,5.0,20.0,Turnless Games
197760,Ghost Blitz: Spooky Doo,2016.0,2.0,8.0,15.0,8.0,6.78808,5.58882,10.0,73.0,Dexterity Games
197780,Smiley Games,2016.0,2.0,10.0,30.0,5.0,7.0,0.0,4.0,9.0,Memory Games
197783,Get Rich Quick,2016.0,2.0,5.0,45.0,8.0,6.67188,5.53956,20.0,32.0,Monopoly-inspired
197786,Say My Name,2015.0,2.0,12.0,90.0,8.0,7.475,0.0,1.0,8.0,Party Tabletop Games
197788,Final Boss: The card game,2016.0,2.0,7.0,60.0,12.0,7.33333,0.0,2.0,6.0,Party Card Games
197816,Lamokrady,2016.0,2.0,6.0,45.0,10.0,7.2,0.0,0.0,5.0,Traditional Card Games
197831,Dark Souls: The Board Game,2017.0,2.0,4.0,120.0,14.0,7.39493,5.59061,102.5,138.0,SciFi Games
197847,CheekZ,2016.0,2.0,8.0,60.0,7.0,7.375,0.0,4.0,8.0,Crowdfunded Card Games
197865,Ravingspire,2016.0,2.0,6.0,127.5,12.0,6.6701,5.57968,48.0,97.0,Horror Miniatures
197893,Crazy Mistigri,2016.0,2.0,5.0,0.0,7.0,5.08824,0.0,3.0,17.0,Party Card Games
197909,Shark Island,2017.0,2.0,5.0,0.0,0.0,7.8,0.0,5.0,5.0,Fantasy Miniatures
197911,Onami,2016.0,2.0,6.0,30.0,8.0,7.40244,5.55111,21.0,41.0,Crowdfunded Card Games
197935,Parsec: Age of Colonies,2016.0,2.0,4.0,127.5,14.0,5.0,0.0,0.0,5.0,SciFi Games
197944,Crabs!,2016.0,2.0,5.0,30.0,12.0,6.86061,5.52775,8.0,33.0,Party Card Games
198003,Dark Deeds,2016.0,2.0,5.0,60.0,0.0,7.99865,5.58496,33.0,74.0,Traditional Card Games
198005,Revanche,2016.0,2.0,2.0,15.0,8.0,8.57143,0.0,8.0,14.0,Party Card Games
198029,Design Town: Wilderness,2016.0,2.0,4.0,45.0,8.0,5.7,0.0,1.0,5.0,Traditional Card Games
198044,Sign,2016.0,2.0,9.0,0.0,8.0,7.38636,0.0,10.0,11.0,Traditional Card Games
198059,Twist of Fate,2016.0,2.0,4.0,45.0,10.0,5.47923,5.49861,23.0,65.0,Party Card Games
198060,Lex in Lemniscate,2016.0,2.0,8.0,15.0,14.0,6.80588,0.0,5.0,17.0,Dexterity Games
198077,Pirate Attack!,2016.0,2.0,10.0,127.5,8.0,7.2,0.0,3.0,5.0,Traditional Card Games
198086,Rushi,2016.0,2.0,2.0,60.0,0.0,7.4,0.0,6.0,10.0,Abstract Strategy Games
198110,Kreus,2016.0,2.0,6.0,30.0,10.0,7.04769,5.63965,27.0,108.0,Co-op Games
198135,Barrage Battle,2016.0,2.0,2.0,90.0,10.0,5.5,0.0,6.0,11.0,Classical Dice Games
198137,Imperial Knights: Renegade,2016.0,2.0,2.0,0.0,0.0,5.81818,0.0,3.0,11.0,SciFi Games
198138,Zaklinacze,2016.0,2.0,4.0,60.0,10.0,7.05105,5.62145,14.0,86.0,Party Card Games
198142,TMNT HeroClix: Mouser Mayhem Starter Set,2016.0,2.0,2.0,0.0,14.0,6.62769,0.0,10.0,26.0,Collectible Games
198190,Kepler-3042,2016.0,2.0,4.0,90.0,14.0,7.55786,5.88659,66.0,234.0,SciFi Games
198206,Super Pocket League Extreme Wrestling,2016.0,2.0,4.0,30.0,8.0,6.30833,0.0,8.0,6.0,SciFi Games
198207,Tin Soldiers in Action,2016.0,2.0,10.0,127.5,6.0,7.2,0.0,1.0,5.0,Napoleonic Wargames
198214,Shindra,2015.0,2.0,4.0,15.0,10.0,7.05714,0.0,0.0,7.0,Monopoly-inspired
198263,Dungeon Storming: La Torre di Kunrat,2015.0,2.0,2.0,60.0,14.0,7.375,0.0,1.0,8.0,Fantasy Miniatures
198269,En tu casa o donde sea,2016.0,2.0,7.0,45.0,18.0,5.9475,0.0,3.0,16.0,Traditional Card Games
198287,Die Legenden von Andor: Die letzte Hoffnung,2016.0,2.0,4.0,90.0,10.0,8.15974,5.6973,15.0,77.0,Horror Miniatures
198305,Bandits on Mars,2016.0,2.0,8.0,15.0,14.0,7.25806,5.53663,14.0,31.0,Dexterity Games
198311,Apple Pop,2015.0,2.0,4.0,15.0,4.0,5.5,0.0,7.0,12.0,Dexterity Games
198328,Clue: Game of Thrones,2016.0,2.0,6.0,0.0,18.0,6.93125,0.0,7.0,16.0,Co-op Games
198408,Gekido: Bot Battles,2014.0,2.0,4.0,30.0,14.0,7.57143,0.0,2.0,7.0,SciFi Games
198412,Twelve Heroes,2016.0,2.0,2.0,0.0,12.0,7.28182,5.5517,8.0,33.0,Area Control Games
198445,Kill the king,2016.0,2.0,2.0,60.0,13.0,5.90909,0.0,6.0,11.0,Crowdfunded Card Games
198447,Jim Henson's Labyrinth: The Board Game,2016.0,2.0,5.0,0.0,6.0,5.61898,5.50435,51.0,147.0,Horror Miniatures
198450,FTF: First to Find,2016.0,2.0,6.0,30.0,8.0,3.93478,0.0,16.0,23.0,Fantasy Miniatures
198453,Gamecraft,2006.0,2.0,4.0,0.0,0.0,7.11667,0.0,5.0,6.0,Corporate Strategy Games
198454,When I Dream,2016.0,2.0,10.0,45.0,8.0,7.52075,5.76801,37.0,159.0,Party Tabletop Games
198455,Mystic ScROLLS,2016.0,2.0,4.0,30.0,8.0,7.53,0.0,7.0,10.0,Traditional Card Games
198456,Motion Pictures: Movies Out of Cardboard,2016.0,2.0,4.0,45.0,12.0,6.73719,5.5422,9.0,32.0,Party Card Games
198476,Magic: The Gathering – Planechase: Night of the Ninja,2012.0,2.0,0.0,0.0,12.0,7.83333,0.0,0.0,6.0,Collectible Games
198477,Magic: The Gathering – Planechase: Savage Auras,2012.0,2.0,0.0,0.0,12.0,8.0,0.0,0.0,5.0,Collectible Games
198487,Smash Up: Cease and Desist,2016.0,2.0,2.0,0.0,0.0,7.7719,6.15895,60.0,234.0,Area Control Games
198513,Cosmic Pioneers,2016.0,2.0,4.0,60.0,13.0,5.67742,5.50053,17.0,31.0,SciFi Games
198517,Consumption: A Strategy Game About Food and Choices,2006.0,2.0,4.0,120.0,10.0,7.16667,0.0,1.0,6.0,Dexterity Games
198522,Archer: Once You Go Blackmail...,2016.0,2.0,4.0,30.0,10.0,7.22497,5.95203,95.0,234.0,Co-op Games
198525,Lotus,2016.0,2.0,4.0,30.0,8.0,6.98542,6.15583,102.5,234.0,Modern Card Games
198537,Buck: Legacy (2nd Edition),2014.0,2.0,6.0,120.0,14.0,7.80769,0.0,6.0,13.0,Co-op Games
198541,Paper 'Mech,2016.0,2.0,1.0,45.0,12.0,7.72105,0.0,19.0,19.0,SciFi Games
198548,Color Wheel,2016.0,2.0,5.0,15.0,5.0,6.4,0.0,10.0,20.0,Abstract Strategy Games
198549,Give or Take,2016.0,2.0,10.0,15.0,5.0,5.4,0.0,8.0,10.0,Classical Dice Games
198551,Petal Battle,2016.0,2.0,2.0,15.0,5.0,5.95,0.0,8.0,10.0,Abstract Strategy Games
198574,Verticality,2016.0,2.0,6.0,15.0,5.0,5.2,0.0,6.0,10.0,Co-op Games
198609,Fate of the Elder Gods,2017.0,2.0,4.0,90.0,13.0,7.45,0.0,60.0,20.0,Area Control Games
198611,Mondrian: The Dice Game,2016.0,2.0,4.0,0.0,10.0,6.66377,5.64841,29.0,146.0,Dexterity Games
198615,Monkey,2006.0,2.0,4.0,60.0,6.0,7.21667,0.0,3.0,6.0,Crowdfunded Card Games
198618,Marvel Dice Masters: Doctor Strange Team Pack,2016.0,2.0,2.0,0.0,0.0,7.51905,5.58478,12.0,42.0,Collectible Games
198619,DC Comics Dice Masters: Green Arrow and The Flash,2016.0,2.0,2.0,0.0,0.0,7.82385,5.65446,13.0,65.0,Collectible Games
198620,Marvel Dice Masters: Deadpool,2016.0,2.0,2.0,0.0,0.0,8.05676,5.58945,6.0,37.0,Collectible Games
198630,Hold the Line: The American Revolution,2016.0,2.0,2.0,120.0,10.0,7.96875,5.56851,26.0,32.0,Traditional Card Games
198634,Möbi,2015.0,2.0,6.0,0.0,7.0,6.45,0.0,2.0,10.0,Memory Games
198653,Don't fall in the Mead Hall,2015.0,2.0,4.0,30.0,18.0,8.0,0.0,0.0,5.0,Classical Dice Games
198668,Top Hats And Treachery,2017.0,2.0,6.0,45.0,14.0,7.25,0.0,4.0,8.0,Traditional Card Games
198671,The Lion Guard: Protect the Pride Lands,2016.0,2.0,4.0,0.0,4.0,7.56923,0.0,6.0,13.0,Children's Games
198690,Arrr!!!,2016.0,2.0,4.0,60.0,13.0,6.46667,0.0,3.0,6.0,Turnless Games
198700,Justice League: Hero Dice – Flash,2016.0,2.0,4.0,30.0,10.0,7.08246,5.5876,8.0,57.0,Collectible Games
198701,Justice League: Hero Dice – Green Lantern,2016.0,2.0,4.0,30.0,10.0,7.19091,5.5907,4.0,55.0,Horror Miniatures
198707,Hostage Negotiator: Crime Wave,2017.0,2.0,1.0,15.0,15.0,6.85714,0.0,52.0,7.0,Solitaires
198740,Lovecraft Letter,2016.0,2.0,6.0,15.0,10.0,6.86667,0.0,7.0,24.0,Co-op Games
198773,Codenames: Pictures,2016.0,2.0,8.0,15.0,10.0,7.603,7.24517,102.5,234.0,Co-op Games
198775,Yesss!,2016.0,2.0,7.0,30.0,8.0,7.23226,5.59272,14.0,62.0,Party Tabletop Games
198776,Munchkin: Sketch Edition,2016.0,2.0,6.0,60.0,10.0,6.41667,0.0,3.0,6.0,Horror Miniatures
198778,SYNOD,2016.0,2.0,2.0,15.0,0.0,6.64875,5.54597,20.0,40.0,Traditional Card Games
198791,Temp Worker Assassins,2016.0,2.0,4.0,60.0,14.0,7.26923,5.57232,18.0,52.0,Crowdfunded Card Games
198817,Mix & Match Robbers,2016.0,2.0,4.0,15.0,4.0,6.1,0.0,5.0,10.0,Memory Games
198830,"Heroes of Land, Air & Sea",2017.0,2.0,4.0,127.5,14.0,7.62214,0.0,29.0,28.0,Crowdfunded Card Games
198832,Legends Untold,2017.0,2.0,4.0,90.0,12.0,7.8619,0.0,61.0,21.0,Fantasy Miniatures
198836,3 Wishes,2016.0,2.0,5.0,0.0,8.0,5.96405,5.65071,102.5,234.0,Memory Games
198855,GearSeed,2016.0,2.0,4.0,30.0,0.0,5.90448,5.51417,26.0,52.0,Traditional Card Games
198881,The Princess and the Goblin,2016.0,2.0,4.0,15.0,7.0,7.44138,0.0,18.0,29.0,Memory Games
198886,Warage: Extended Edition,2017.0,2.0,6.0,90.0,10.0,8.29348,5.52399,28.0,46.0,Crowdfunded Card Games
198888,Rockopolis,2016.0,2.0,4.0,60.0,12.0,8.28261,0.0,10.0,23.0,Crowdfunded Card Games
198898,Area 51: Top Secret,2016.0,2.0,6.0,0.0,10.0,6.90517,0.0,15.0,29.0,Crowdfunded Card Games
198912,District-Z: The Cult,2016.0,2.0,1.0,60.0,12.0,8.75,0.0,9.0,8.0,Horror Miniatures
198928,Pandemic Iberia,2016.0,2.0,5.0,45.0,8.0,8.23547,7.18357,102.5,234.0,Party Card Games
198940,KOKONO,2016.0,2.0,2.0,45.0,8.0,7.1,0.0,7.0,9.0,Solitaires
198950,Superfight: The Anime Deck 2,2016.0,2.0,10.0,30.0,12.0,6.33333,0.0,1.0,6.0,Party Tabletop Games
198953,Pax Renaissance,2016.0,2.0,4.0,120.0,12.0,8.14057,6.2819,102.5,234.0,Area Control Games
198961,Yeti in My Spaghetti,2015.0,2.0,0.0,0.0,4.0,5.29,0.0,2.0,17.0,Dexterity Games
198971,Underlings of Underwing,2006.0,2.0,6.0,60.0,12.0,7.64,0.0,13.0,10.0,Monopoly-inspired
198984,Oligarchy: A Dystopian card game,2016.0,2.0,0.0,120.0,13.0,8.2,0.0,10.0,15.0,Crowdfunded Card Games
198985,Day Night Z,2017.0,2.0,4.0,127.5,14.0,9.14286,5.64486,38.0,98.0,Modern Wargames
198991,Dragons,2016.0,2.0,4.0,15.0,8.0,6.26,0.0,7.0,21.0,Children's Games
198994,Hero Realms,2016.0,2.0,4.0,30.0,12.0,7.90821,6.96705,102.5,234.0,Modern Card Games
199007,Adventure Time Card Wars: Doubles Tournament,2016.0,2.0,4.0,45.0,10.0,7.125,0.0,3.0,8.0,Party Tabletop Games
199025,OrgoglioNerd: Area Stampa,2016.0,2.0,6.0,15.0,14.0,8.3,0.0,3.0,10.0,Party Tabletop Games
199026,Neko-in,2015.0,2.0,6.0,30.0,7.0,5.75,0.0,1.0,14.0,Solitaires
199030,Sauve Moutons,2015.0,2.0,5.0,15.0,5.0,7.5625,0.0,6.0,8.0,Children's Games
199042,Harry Potter: Hogwarts Battle,2016.0,2.0,4.0,60.0,11.0,7.67684,6.84069,102.5,234.0,Licensed Games
199047,Cobras,2017.0,2.0,5.0,45.0,13.0,7.47368,0.0,17.0,19.0,Traditional Card Games
